race_id,track,total_laps,track_temp,pit_lane_time,base_lap_time,lap_band,temp_band,unique_sequence_count,two_stop_drivers,top_sequence,top_sequence_count,soft_share,medium_share,hard_share,soft_hard_share,medium_hard_share,hard_medium_share,medium_soft_share,soft_medium_share,is_challenge,challenge_score
R08960,Bahrain,51.0,29.0,23.9,82.8,mid,mild,5.0,0.0,MEDIUM>SOFT,5.0,0.25,0.4,0.35,0.25,0.15,0.15,0.25,0.0,0,0.006221345431748837
R06275,Silverstone,52.0,28.0,21.3,88.9,mid,mild,6.0,0.0,MEDIUM>SOFT,4.0,0.35,0.3,0.35,0.15,0.1,0.15,0.2,0.2,0,0.006220702232232761
R05997,Suzuka,38.0,31.0,21.1,86.0,mid_short,warm,3.0,0.0,MEDIUM>HARD,9.0,0.1,0.45,0.45,0.1,0.45,0.45,0.0,0.0,0,0.006220630175237504
R22070,Monza,48.0,21.0,22.8,82.0,mid,cool,12.0,6.0,SOFT>MEDIUM,5.0,0.45,0.3,0.25,0.05,0.15,0.1,0.05,0.25,0,0.006220434412040821
R03463,Monza,34.0,33.0,21.8,94.5,short,warm,4.0,0.0,MEDIUM>HARD,6.0,0.25,0.3,0.45,0.25,0.3,0.2,0.0,0.0,0,0.006220262696101299
R10336,Bahrain,49.0,30.0,21.1,88.5,mid,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.35,0.35,0.3,0.2,0.1,0.2,0.25,0.15,0,0.006219414382509324
R15629,Monaco,42.0,31.0,21.5,86.4,mid_short,warm,6.0,0.0,MEDIUM>HARD,7.0,0.25,0.5,0.25,0.2,0.35,0.15,0.15,0.05,0,0.006218715632150589
R21647,Monaco,49.0,23.0,21.9,81.7,mid,cool,11.0,7.0,MEDIUM>SOFT,4.0,0.2,0.55,0.25,0.15,0.2,0.1,0.2,0.0,0,0.006218444508495775
R16178,Monaco,53.0,31.0,20.2,90.3,mid,warm,6.0,0.0,MEDIUM>SOFT,5.0,0.35,0.45,0.2,0.2,0.2,0.15,0.25,0.15,0,0.006218076954196059
R16511,Silverstone,49.0,27.0,22.1,81.2,mid,mild,6.0,0.0,MEDIUM>HARD,6.0,0.4,0.45,0.15,0.15,0.3,0.1,0.15,0.25,0,0.006217542162029408
R02369,Monza,26.0,33.0,20.6,89.3,short,warm,6.0,0.0,MEDIUM>HARD,6.0,0.2,0.35,0.45,0.05,0.3,0.2,0.05,0.15,0,0.006217121077347769
R13753,Suzuka,54.0,29.0,21.8,82.8,mid,mild,6.0,0.0,HARD>MEDIUM,6.0,0.2,0.35,0.45,0.1,0.2,0.3,0.15,0.1,0,0.006217019541285886
R00768,COTA,28.0,30.0,21.1,87.0,short,mild,5.0,0.0,MEDIUM>HARD,6.0,0.3,0.3,0.4,0.25,0.3,0.25,0.0,0.05,0,0.006216598132948756
R26616,COTA,41.0,23.0,21.1,81.5,mid_short,cool,11.0,6.0,HARD>SOFT,4.0,0.35,0.25,0.4,0.2,0.15,0.05,0.05,0.05,0,0.006216075839571621
R00598,Monza,27.0,32.0,21.2,86.6,short,warm,6.0,0.0,HARD>SOFT,6.0,0.2,0.35,0.45,0.15,0.25,0.15,0.1,0.05,0,0.0062152351124190415
R28704,Bahrain,50.0,20.0,21.0,81.5,mid,cool,11.0,5.0,SOFT>MEDIUM,4.0,0.45,0.25,0.3,0.05,0.1,0.05,0.15,0.2,0,0.006214959839987722
R05167,Suzuka,28.0,31.0,21.9,84.0,short,warm,5.0,0.0,MEDIUM>HARD,8.0,0.25,0.4,0.35,0.2,0.4,0.2,0.0,0.05,0,0.0062144239476184795
R06494,Monza,44.0,32.0,20.3,90.9,mid_short,warm,6.0,0.0,HARD>MEDIUM,6.0,0.35,0.3,0.35,0.2,0.25,0.3,0.05,0.15,0,0.0062143812401295705
R29890,Monaco,70.0,23.0,21.8,87.5,long,cool,8.0,3.0,HARD>MEDIUM,5.0,0.35,0.3,0.35,0.1,0.15,0.25,0.1,0.25,0,0.006213561837865433
R14392,Suzuka,47.0,30.0,23.7,94.0,mid,mild,6.0,0.0,MEDIUM>HARD,5.0,0.3,0.4,0.3,0.2,0.25,0.15,0.15,0.1,0,0.006213214868821049
R23182,Silverstone,66.0,39.0,23.1,94.0,long,hot,10.0,4.0,HARD>SOFT,4.0,0.45,0.25,0.3,0.2,0.05,0.05,0.15,0.15,0,0.0062129938671152615
R05480,Monza,35.0,30.0,21.5,86.6,short,mild,4.0,0.0,SOFT>HARD,7.0,0.35,0.3,0.35,0.35,0.3,0.3,0.0,0.0,0,0.00621294244005918
R26993,Silverstone,41.0,18.0,22.7,91.9,mid_short,cool,12.0,6.0,MEDIUM>HARD,4.0,0.2,0.4,0.4,0.1,0.2,0.15,0.1,0.05,0,0.006212778872716764
R18283,Monza,36.0,34.0,22.5,91.8,mid_short,warm,6.0,0.0,MEDIUM>SOFT,5.0,0.35,0.3,0.35,0.1,0.05,0.15,0.25,0.25,0,0.006212101481688028
R04634,Monza,38.0,28.0,22.6,83.8,mid_short,mild,3.0,0.0,HARD>MEDIUM,8.0,0.25,0.35,0.4,0.25,0.35,0.4,0.0,0.0,0,0.006211937822459356
R06642,Monza,40.0,29.0,20.3,81.2,mid_short,mild,6.0,0.0,SOFT>HARD,5.0,0.5,0.35,0.15,0.25,0.25,0.05,0.1,0.25,0,0.0062115659774754925
R06550,Suzuka,38.0,32.0,22.4,93.3,mid_short,warm,6.0,0.0,HARD>SOFT,5.0,0.35,0.25,0.4,0.25,0.2,0.15,0.05,0.1,0,0.0062114665385894
R27553,Silverstone,49.0,19.0,22.4,90.9,mid,cool,9.0,4.0,MEDIUM>HARD,4.0,0.3,0.45,0.25,0.15,0.2,0.15,0.1,0.1,0,0.006210638205510658
R12060,Spa,42.0,34.0,23.3,90.4,mid_short,warm,6.0,0.0,MEDIUM>SOFT,5.0,0.25,0.45,0.3,0.2,0.2,0.2,0.25,0.05,0,0.00621007310319347
R19257,Spa,43.0,27.0,21.5,87.9,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.35,0.35,0.3,0.25,0.2,0.05,0.15,0.1,0,0.006210045313401061
R15286,Monza,44.0,27.0,21.5,80.7,mid_short,mild,6.0,0.0,SOFT>HARD,6.0,0.35,0.35,0.3,0.3,0.2,0.15,0.15,0.05,0,0.00620983734361308
R07411,Suzuka,43.0,32.0,21.9,94.3,mid_short,warm,6.0,0.0,HARD>SOFT,6.0,0.25,0.15,0.6,0.15,0.1,0.3,0.05,0.1,0,0.006209671432994763
R00609,Monza,30.0,30.0,22.1,88.9,short,mild,4.0,0.0,HARD>MEDIUM,8.0,0.3,0.25,0.45,0.3,0.25,0.4,0.0,0.0,0,0.006208918811930449
R29844,Suzuka,61.0,42.0,23.4,83.6,long,hot,8.0,4.0,HARD>MEDIUM,7.0,0.4,0.15,0.45,0.25,0.05,0.35,0.0,0.05,0,0.006207666314237123
R16195,Bahrain,40.0,34.0,20.6,80.1,mid_short,warm,6.0,0.0,HARD>SOFT,5.0,0.25,0.4,0.35,0.05,0.2,0.1,0.2,0.2,0,0.0062071345309511385
R25717,Silverstone,45.0,21.0,21.4,81.6,mid_short,cool,9.0,6.0,HARD>SOFT,4.0,0.2,0.5,0.3,0.15,0.05,0.1,0.15,0.05,0,0.0062066409483678905
R18620,Suzuka,40.0,31.0,20.1,94.2,mid_short,warm,6.0,0.0,MEDIUM>SOFT,6.0,0.25,0.55,0.2,0.1,0.25,0.15,0.3,0.15,0,0.006206227985652
R12021,Bahrain,35.0,29.0,20.8,88.7,short,mild,6.0,0.0,HARD>MEDIUM,5.0,0.3,0.25,0.45,0.1,0.1,0.25,0.15,0.2,0,0.006206219711877003
R12780,Monaco,53.0,31.0,22.6,83.7,mid,warm,6.0,0.0,MEDIUM>HARD,6.0,0.1,0.5,0.4,0.05,0.3,0.25,0.2,0.05,0,0.006206209098687311
R06592,Suzuka,53.0,28.0,21.5,88.3,mid,mild,6.0,0.0,HARD>MEDIUM,5.0,0.3,0.35,0.35,0.1,0.15,0.25,0.2,0.2,0,0.006204624191909795
R25479,Bahrain,67.0,39.0,23.5,82.5,long,hot,10.0,5.0,MEDIUM>SOFT,4.0,0.25,0.55,0.2,0.2,0.15,0.05,0.2,0.05,0,0.006204440055755935
R26104,Spa,40.0,42.0,20.1,90.6,mid_short,hot,10.0,5.0,MEDIUM>HARD,5.0,0.4,0.4,0.2,0.05,0.25,0.0,0.05,0.2,0,0.006204324090193084
R16093,Spa,37.0,34.0,22.6,90.3,mid_short,warm,6.0,0.0,MEDIUM>SOFT,4.0,0.35,0.3,0.35,0.15,0.1,0.2,0.2,0.2,0,0.006204150035663774
R18532,Monaco,42.0,34.0,22.3,84.4,mid_short,warm,6.0,0.0,HARD>MEDIUM,5.0,0.3,0.3,0.4,0.2,0.2,0.25,0.1,0.1,0,0.006204030011545754
R20817,Bahrain,39.0,29.0,22.6,91.2,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.2,0.35,0.45,0.1,0.15,0.2,0.2,0.1,0,0.0062037049231022
R07636,Monza,45.0,32.0,22.2,95.0,mid_short,warm,6.0,0.0,HARD>SOFT,5.0,0.2,0.45,0.35,0.15,0.25,0.1,0.2,0.05,0,0.006203269947287655
R18881,Spa,46.0,29.0,20.9,83.9,mid,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.35,0.35,0.3,0.2,0.1,0.2,0.25,0.15,0,0.006203155382910835
R14164,Silverstone,50.0,27.0,23.6,83.9,mid,mild,6.0,0.0,MEDIUM>HARD,5.0,0.2,0.4,0.4,0.05,0.25,0.2,0.15,0.15,0,0.006202978433611111
R17492,Monza,52.0,28.0,20.0,94.5,mid,mild,6.0,0.0,MEDIUM>HARD,5.0,0.25,0.4,0.35,0.1,0.25,0.15,0.15,0.15,0,0.006202752762815249
R07811,Suzuka,36.0,31.0,23.1,94.9,mid_short,warm,6.0,0.0,MEDIUM>HARD,5.0,0.3,0.4,0.3,0.1,0.25,0.15,0.15,0.2,0,0.006202282902284732
R07625,COTA,43.0,28.0,22.2,81.4,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.2,0.45,0.35,0.05,0.2,0.1,0.25,0.15,0,0.006200973433538109
R02631,Suzuka,35.0,28.0,21.2,88.4,short,mild,4.0,0.0,MEDIUM>HARD,8.0,0.35,0.4,0.25,0.35,0.4,0.05,0.0,0.0,0,0.0062000161524602936
R04883,COTA,27.0,28.0,20.5,93.0,short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.3,0.4,0.3,0.2,0.25,0.2,0.15,0.1,0,0.0061996425846541706
R07484,Bahrain,35.0,29.0,22.3,94.6,short,mild,6.0,0.0,HARD>SOFT,5.0,0.35,0.35,0.3,0.15,0.1,0.05,0.25,0.2,0,0.006199502083447155
R19697,Spa,39.0,34.0,23.1,83.8,mid_short,warm,5.0,0.0,MEDIUM>HARD,5.0,0.1,0.45,0.45,0.1,0.25,0.25,0.2,0.0,0,0.006199347020327009
R08581,Monaco,43.0,32.0,23.4,87.8,mid_short,warm,6.0,0.0,HARD>SOFT,6.0,0.25,0.2,0.55,0.05,0.05,0.25,0.15,0.2,0,0.006198524026771139
R17289,Suzuka,36.0,29.0,22.3,82.2,mid_short,mild,6.0,0.0,SOFT>HARD,5.0,0.45,0.2,0.35,0.25,0.1,0.2,0.1,0.2,0,0.006198283339347332
R28255,Spa,63.0,42.0,23.1,88.8,long,hot,11.0,7.0,MEDIUM>SOFT,3.0,0.3,0.4,0.3,0.1,0.1,0.1,0.15,0.05,0,0.006197671756388923
R02469,Monaco,30.0,28.0,21.3,92.2,short,mild,4.0,0.0,MEDIUM>HARD,7.0,0.35,0.35,0.3,0.35,0.35,0.15,0.0,0.0,0,0.006197574762003918
R01660,Bahrain,27.0,29.0,22.2,90.0,short,mild,5.0,0.0,MEDIUM>HARD,6.0,0.3,0.3,0.4,0.2,0.3,0.2,0.0,0.1,0,0.0061973474335220635
R03603,Suzuka,29.0,30.0,21.4,88.4,short,mild,4.0,0.0,MEDIUM>HARD,7.0,0.3,0.35,0.35,0.3,0.35,0.1,0.0,0.0,0,0.00619697426612967
R14535,Suzuka,55.0,28.0,22.3,94.0,mid,mild,6.0,0.0,HARD>SOFT,5.0,0.2,0.4,0.4,0.05,0.2,0.15,0.2,0.15,0,0.006196611746951612
R20462,Monza,51.0,30.0,20.3,84.7,mid,mild,6.0,0.0,HARD>SOFT,6.0,0.3,0.25,0.45,0.2,0.05,0.15,0.2,0.1,0,0.006196382669747819
R20450,COTA,43.0,33.0,21.5,82.5,mid_short,warm,6.0,0.0,MEDIUM>HARD,5.0,0.3,0.3,0.4,0.1,0.25,0.2,0.05,0.2,0,0.006195861765626873
R24288,Bahrain,43.0,34.0,22.3,81.4,mid_short,warm,9.0,3.0,HARD>MEDIUM,5.0,0.35,0.3,0.35,0.15,0.2,0.25,0.05,0.1,0,0.006195450083050955
R04114,Bahrain,35.0,33.0,23.3,85.0,short,warm,4.0,0.0,MEDIUM>HARD,7.0,0.3,0.35,0.35,0.3,0.35,0.2,0.0,0.0,0,0.00619537080353724
R03623,Silverstone,37.0,30.0,21.8,88.6,mid_short,mild,4.0,0.0,MEDIUM>HARD,7.0,0.3,0.35,0.35,0.3,0.35,0.3,0.0,0.0,0,0.0061949689901992806
R06014,Suzuka,45.0,33.0,21.5,85.8,mid_short,warm,6.0,0.0,HARD>MEDIUM,7.0,0.3,0.25,0.45,0.2,0.15,0.35,0.1,0.1,0,0.006194931800738279
R22539,Bahrain,68.0,32.0,23.9,93.9,long,warm,11.0,6.0,MEDIUM>HARD,3.0,0.35,0.35,0.3,0.05,0.15,0.15,0.15,0.1,0,0.006194781398094727
R06950,Bahrain,38.0,33.0,21.6,92.9,mid_short,warm,6.0,0.0,HARD>SOFT,4.0,0.4,0.2,0.4,0.2,0.05,0.2,0.15,0.2,0,0.00619449893323935
R12469,Bahrain,40.0,33.0,20.0,93.0,mid_short,warm,6.0,0.0,MEDIUM>SOFT,4.0,0.35,0.25,0.4,0.2,0.05,0.2,0.2,0.15,0,0.006194087045367824
R18977,Silverstone,36.0,28.0,20.1,85.0,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.3,0.3,0.4,0.1,0.05,0.15,0.25,0.2,0,0.006192220765191994
R06681,Monaco,50.0,33.0,23.2,81.4,mid,warm,6.0,0.0,HARD>SOFT,5.0,0.35,0.25,0.4,0.2,0.2,0.15,0.05,0.15,0,0.006191918289341971
R20916,Silverstone,38.0,28.0,21.4,89.0,mid_short,mild,6.0,0.0,MEDIUM>SOFT,6.0,0.25,0.45,0.3,0.1,0.15,0.2,0.3,0.15,0,0.006191438568328459
R08222,Monaco,46.0,29.0,20.5,87.2,mid,mild,6.0,0.0,HARD>SOFT,5.0,0.35,0.2,0.45,0.25,0.15,0.2,0.05,0.1,0,0.006190829713660418
R02341,Monza,26.0,31.0,22.0,82.5,short,warm,6.0,0.0,SOFT>HARD,5.0,0.35,0.3,0.35,0.25,0.25,0.25,0.05,0.1,0,0.006190776823214793
R03794,Monza,33.0,32.0,23.9,85.3,short,warm,3.0,0.0,HARD>MEDIUM,8.0,0.3,0.3,0.4,0.3,0.3,0.4,0.0,0.0,0,0.006190148981861465
R21608,Monaco,45.0,37.0,20.3,89.1,mid_short,hot,9.0,3.0,SOFT>HARD,4.0,0.35,0.35,0.3,0.2,0.15,0.1,0.15,0.1,0,0.006190021447188348
R26689,Monaco,67.0,29.0,22.7,82.4,long,mild,10.0,5.0,MEDIUM>SOFT,4.0,0.3,0.35,0.35,0.1,0.1,0.1,0.2,0.15,0,0.006189627360217564
R14895,Spa,49.0,27.0,23.7,80.9,mid,mild,6.0,0.0,HARD>SOFT,5.0,0.25,0.3,0.45,0.15,0.15,0.2,0.15,0.1,0,0.0061888344766309646
R19455,Suzuka,40.0,33.0,23.4,80.2,mid_short,warm,6.0,0.0,HARD>SOFT,7.0,0.2,0.25,0.55,0.15,0.15,0.2,0.1,0.05,0,0.0061882530584715534
R20016,Silverstone,42.0,28.0,24.0,81.3,mid_short,mild,6.0,0.0,HARD>MEDIUM,6.0,0.3,0.25,0.45,0.15,0.1,0.3,0.15,0.15,0,0.006187683667176682
R07217,Monza,50.0,31.0,22.9,81.3,mid,warm,6.0,0.0,MEDIUM>HARD,6.0,0.3,0.55,0.15,0.1,0.3,0.05,0.25,0.2,0,0.006187628417193099
R14380,Suzuka,37.0,29.0,21.9,94.8,mid_short,mild,5.0,0.0,MEDIUM>HARD,6.0,0.35,0.3,0.35,0.25,0.3,0.15,0.0,0.1,0,0.006187471290054167
R06417,Spa,44.0,28.0,23.1,87.5,mid_short,mild,6.0,0.0,HARD>MEDIUM,6.0,0.45,0.2,0.35,0.25,0.1,0.3,0.1,0.2,0,0.006186823491593496
R03131,Monza,29.0,33.0,23.9,82.9,short,warm,5.0,0.0,MEDIUM>HARD,9.0,0.35,0.45,0.2,0.25,0.45,0.15,0.0,0.1,0,0.0061867265472874775
R20698,Silverstone,44.0,27.0,20.4,93.1,mid_short,mild,6.0,0.0,MEDIUM>HARD,6.0,0.3,0.45,0.25,0.1,0.3,0.15,0.15,0.2,0,0.006186316602130859
R25334,Suzuka,62.0,22.0,23.2,82.9,long,cool,10.0,4.0,SOFT>HARD,4.0,0.4,0.35,0.25,0.2,0.15,0.1,0.1,0.1,0,0.006186280717751362
R08126,Suzuka,49.0,27.0,21.4,80.1,mid,mild,6.0,0.0,SOFT>MEDIUM,6.0,0.4,0.35,0.25,0.1,0.1,0.2,0.25,0.3,0,0.00618614624553646
R11589,Monaco,40.0,27.0,22.1,91.7,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.25,0.45,0.3,0.15,0.2,0.05,0.25,0.1,0,0.0061848908354068186
R18739,Monaco,39.0,28.0,22.1,83.8,mid_short,mild,6.0,0.0,HARD>MEDIUM,7.0,0.25,0.3,0.45,0.15,0.2,0.35,0.1,0.1,0,0.006184363973960892
R12201,Monza,41.0,32.0,23.5,90.9,mid_short,warm,6.0,0.0,HARD>MEDIUM,5.0,0.35,0.3,0.35,0.2,0.2,0.25,0.1,0.15,0,0.006184150433833688
R24486,Monaco,55.0,39.0,21.8,81.2,mid,hot,12.0,8.0,HARD>SOFT,4.0,0.25,0.3,0.45,0.0,0.1,0.1,0.05,0.15,0,0.006184058270227934
R23394,COTA,44.0,21.0,21.0,81.3,mid_short,cool,11.0,7.0,SOFT>MEDIUM,4.0,0.4,0.35,0.25,0.0,0.2,0.1,0.05,0.2,0,0.006183927764750063
R01722,Silverstone,26.0,33.0,23.6,83.6,short,warm,6.0,0.0,MEDIUM>HARD,6.0,0.4,0.4,0.2,0.25,0.3,0.1,0.1,0.15,0,0.006183812122384074
R16132,Bahrain,42.0,34.0,22.5,82.5,mid_short,warm,6.0,0.0,MEDIUM>SOFT,6.0,0.4,0.35,0.25,0.25,0.05,0.1,0.3,0.15,0,0.00618376667055191
R29130,Monza,55.0,37.0,22.2,92.0,mid,hot,9.0,4.0,MEDIUM>HARD,5.0,0.3,0.5,0.2,0.2,0.25,0.05,0.1,0.1,0,0.006183759776352294
R13734,Monaco,35.0,32.0,20.1,87.4,short,warm,5.0,0.0,HARD>SOFT,6.0,0.15,0.35,0.5,0.0,0.15,0.2,0.2,0.15,0,0.0061832070658228095
R15516,Monza,40.0,28.0,21.9,88.4,mid_short,mild,6.0,0.0,SOFT>HARD,4.0,0.4,0.3,0.3,0.2,0.15,0.15,0.15,0.2,0,0.006183141010762704
R00136,Monza,29.0,32.0,20.4,89.8,short,warm,5.0,0.0,HARD>SOFT,6.0,0.3,0.2,0.5,0.2,0.2,0.2,0.0,0.1,0,0.0061831094760689985
R02660,Suzuka,26.0,30.0,21.2,85.2,short,mild,6.0,0.0,MEDIUM>HARD,8.0,0.2,0.45,0.35,0.05,0.4,0.15,0.05,0.15,0,0.006182984008718198
R08047,Suzuka,50.0,28.0,22.5,87.5,mid,mild,6.0,0.0,MEDIUM>HARD,6.0,0.25,0.4,0.35,0.05,0.3,0.15,0.1,0.2,0,0.006182895836638012
R23519,Spa,68.0,39.0,23.5,84.7,long,hot,11.0,6.0,HARD>SOFT,4.0,0.3,0.15,0.55,0.05,0.1,0.15,0.05,0.15,0,0.006182812654987506
R13319,Monza,36.0,31.0,20.9,82.5,mid_short,warm,5.0,0.0,HARD>SOFT,5.0,0.3,0.45,0.25,0.1,0.25,0.0,0.2,0.2,0,0.006182349507560269
R27967,Spa,68.0,22.0,23.3,90.4,long,cool,11.0,6.0,MEDIUM>SOFT,4.0,0.4,0.3,0.3,0.1,0.1,0.05,0.2,0.15,0,0.006181858834089788
R06733,Bahrain,48.0,27.0,23.3,92.7,mid,mild,6.0,0.0,MEDIUM>SOFT,4.0,0.4,0.35,0.25,0.2,0.15,0.15,0.2,0.2,0,0.006181430445024228
R14209,Suzuka,51.0,34.0,20.5,88.0,mid,warm,6.0,0.0,MEDIUM>HARD,6.0,0.3,0.4,0.3,0.2,0.3,0.2,0.1,0.1,0,0.006181309296406673
R11278,Spa,41.0,30.0,22.0,81.3,mid_short,mild,5.0,0.0,MEDIUM>SOFT,7.0,0.1,0.5,0.4,0.0,0.15,0.25,0.35,0.1,0,0.006180718285195143
R18762,Monza,53.0,28.0,23.7,86.1,mid,mild,6.0,0.0,SOFT>MEDIUM,5.0,0.4,0.15,0.45,0.15,0.1,0.25,0.05,0.25,0,0.006179236995289336
R23447,Silverstone,43.0,32.0,23.0,85.5,mid_short,warm,15.0,9.0,MEDIUM>HARD,2.0,0.35,0.25,0.4,0.1,0.1,0.1,0.05,0.1,0,0.006179186375291871
R18939,Monza,42.0,29.0,22.9,91.0,mid_short,mild,6.0,0.0,SOFT>HARD,5.0,0.4,0.35,0.25,0.25,0.2,0.2,0.15,0.15,0,0.006178607588864932
R11497,Bahrain,45.0,33.0,23.9,91.6,mid_short,warm,6.0,0.0,MEDIUM>SOFT,5.0,0.25,0.35,0.4,0.2,0.1,0.2,0.25,0.05,0,0.006178250531553119
R17207,Suzuka,47.0,27.0,22.9,86.8,mid,mild,6.0,0.0,MEDIUM>HARD,6.0,0.35,0.4,0.25,0.15,0.3,0.1,0.1,0.2,0,0.006177659586486056
R17458,Monza,39.0,31.0,22.1,89.7,mid_short,warm,6.0,0.0,HARD>SOFT,6.0,0.3,0.15,0.55,0.1,0.1,0.25,0.05,0.2,0,0.006177573516552527
R16289,Silverstone,37.0,28.0,20.9,80.9,mid_short,mild,5.0,0.0,MEDIUM>HARD,6.0,0.4,0.5,0.1,0.15,0.3,0.0,0.2,0.25,0,0.006177311752635712
R21417,Spa,70.0,36.0,22.6,84.5,long,warm,9.0,3.0,MEDIUM>SOFT,4.0,0.4,0.3,0.3,0.15,0.1,0.1,0.2,0.15,0,0.006176988918834685
R13089,Monza,37.0,27.0,20.4,93.1,mid_short,mild,6.0,0.0,HARD>MEDIUM,5.0,0.4,0.2,0.4,0.25,0.15,0.25,0.05,0.15,0,0.006176643992196304
R13071,Monza,36.0,33.0,24.0,85.5,mid_short,warm,6.0,0.0,MEDIUM>SOFT,6.0,0.15,0.4,0.45,0.1,0.1,0.2,0.3,0.05,0,0.0061756587603881115
R21539,Monza,48.0,22.0,23.1,86.7,mid,cool,11.0,8.0,MEDIUM>SOFT,4.0,0.25,0.5,0.25,0.05,0.2,0.05,0.2,0.05,0,0.006175163043436386
R18123,COTA,42.0,32.0,22.2,89.3,mid_short,warm,6.0,0.0,MEDIUM>HARD,5.0,0.35,0.3,0.35,0.2,0.25,0.25,0.05,0.15,0,0.006175121906181424
R04715,Monaco,37.0,31.0,23.3,82.9,mid_short,warm,3.0,0.0,MEDIUM>HARD,8.0,0.35,0.4,0.25,0.35,0.4,0.25,0.0,0.0,0,0.006175086246125301
R01696,Spa,28.0,31.0,20.1,86.9,short,warm,6.0,0.0,MEDIUM>HARD,5.0,0.35,0.3,0.35,0.25,0.25,0.15,0.05,0.1,0,0.006173558335181901
R16192,Silverstone,45.0,29.0,22.7,83.2,mid_short,mild,6.0,0.0,SOFT>HARD,4.0,0.4,0.25,0.35,0.2,0.15,0.2,0.1,0.2,0,0.006173081381308008
R19159,Monaco,50.0,33.0,20.5,83.1,mid,warm,6.0,0.0,MEDIUM>SOFT,6.0,0.25,0.4,0.35,0.1,0.1,0.25,0.3,0.15,0,0.006172952952571426
R08040,Suzuka,40.0,32.0,21.9,93.9,mid_short,warm,6.0,0.0,MEDIUM>SOFT,5.0,0.2,0.45,0.35,0.1,0.2,0.15,0.25,0.1,0,0.0061727485959930115
R19793,Monza,50.0,31.0,24.0,87.3,mid,warm,6.0,0.0,MEDIUM>HARD,5.0,0.3,0.45,0.25,0.1,0.25,0.1,0.2,0.2,0,0.006172478040078868
R14427,Silverstone,37.0,29.0,22.1,88.1,mid_short,mild,5.0,0.0,MEDIUM>SOFT,5.0,0.4,0.25,0.35,0.2,0.0,0.15,0.25,0.2,0,0.0061724454742213795
R27898,Monza,42.0,42.0,24.0,94.7,mid_short,hot,10.0,4.0,HARD>MEDIUM,3.0,0.25,0.3,0.45,0.1,0.15,0.15,0.1,0.15,0,0.006171408414435045
R17089,Monza,53.0,32.0,20.5,83.3,mid,warm,6.0,0.0,HARD>SOFT,5.0,0.4,0.3,0.3,0.15,0.05,0.05,0.25,0.25,0,0.006171129282976849
R10499,Spa,40.0,28.0,22.4,82.7,mid_short,mild,6.0,0.0,SOFT>MEDIUM,5.0,0.3,0.45,0.25,0.05,0.25,0.2,0.2,0.25,0,0.006170086044705379
R23638,Spa,40.0,20.0,22.2,84.1,mid_short,cool,12.0,7.0,MEDIUM>SOFT,4.0,0.3,0.5,0.2,0.2,0.1,0.05,0.2,0.05,0,0.006169819013790518
R15973,Spa,45.0,28.0,23.8,83.1,mid_short,mild,6.0,0.0,MEDIUM>HARD,6.0,0.25,0.45,0.3,0.1,0.3,0.05,0.15,0.15,0,0.006169573220266714
R15943,Silverstone,43.0,33.0,23.9,85.8,mid_short,warm,6.0,0.0,HARD>SOFT,5.0,0.35,0.25,0.4,0.15,0.15,0.15,0.1,0.2,0,0.006169407654551539
R20814,Spa,54.0,29.0,23.9,83.2,mid,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.4,0.4,0.2,0.2,0.15,0.05,0.25,0.2,0,0.006169089765324481
R18247,Spa,35.0,29.0,21.3,94.9,short,mild,6.0,0.0,MEDIUM>HARD,6.0,0.35,0.35,0.3,0.1,0.3,0.15,0.05,0.25,0,0.006168913668209881
R10639,COTA,35.0,30.0,21.2,82.1,short,mild,6.0,0.0,SOFT>MEDIUM,6.0,0.4,0.2,0.4,0.1,0.1,0.3,0.1,0.3,0,0.006167901135183086
R26586,Monaco,40.0,29.0,21.9,86.0,mid_short,mild,10.0,4.0,HARD>MEDIUM,4.0,0.25,0.45,0.3,0.05,0.15,0.2,0.2,0.15,0,0.006167387905770261
R07384,Suzuka,37.0,32.0,21.7,90.5,mid_short,warm,6.0,0.0,MEDIUM>HARD,6.0,0.3,0.5,0.2,0.2,0.3,0.1,0.2,0.1,0,0.006167164092334278
R01814,Silverstone,35.0,29.0,23.7,80.2,short,mild,4.0,0.0,HARD>MEDIUM,8.0,0.3,0.2,0.5,0.3,0.2,0.4,0.0,0.0,0,0.006165956262992374
R04560,Suzuka,30.0,32.0,20.2,80.0,short,warm,4.0,0.0,MEDIUM>HARD,8.0,0.25,0.4,0.35,0.25,0.4,0.15,0.0,0.0,0,0.006164550140557352
R27789,Monaco,65.0,32.0,21.2,82.6,long,warm,11.0,6.0,MEDIUM>HARD,4.0,0.2,0.45,0.35,0.05,0.2,0.2,0.15,0.05,0,0.00616428593145785
R04747,Monaco,35.0,30.0,20.0,92.2,short,mild,4.0,0.0,MEDIUM>HARD,8.0,0.35,0.4,0.25,0.35,0.4,0.15,0.0,0.0,0,0.006162945442612399
